Title,Location,lat,lon
Sp Unit Staff RN - Hospital - Transitional Care Unit - DOU,"San Diego, California",32.7174202,-117.1627728
"Diagnostic Imaging Technologist-Radiologic  III - Part Time, Night Shift - Baldwin","Baldwin Park, California",34.0854739,-117.9611761
"Psychiatric Social Worker - LMFT, LCSW, LPCC","Norwalk, California",33.9171,-118.0725
Sr. Marketing Program Manager  (Program Manager VI),"Atlanta, Georgia",33.7489924,-84.3902644
Certified Pharmacy Technician,"Jonesboro, Georgia",33.5212,-84.3538
Storekeeper II,"Oakland, California",37.8044,-122.2712
Storekeeper II,"Oakland, California",37.8044,-122.2712
Ward Clerk Transcriber,"Los Angeles, California",34.0536909,-118.242766
Psychologist  Addiction Medicine - Hybrid  -EVG,"San Jose, California",37.3382,-121.8863
Patient Transportation Aide,"Redwood City, California",37.4863239,-122.232523
Staff Nurse II SH (NICU),"Santa Rosa, California",38.4404925,-122.7141049
Housekeeping Aide,"Walnut Creek, California",37.9020731,-122.0618702
Radiologic Technologist - Bellevue - Part Time,"Bellevue, Washington",47.6144219,-122.192337
Radiologic Technologist -Bellevue-Part Time,"Bellevue, Washington",47.6144219,-122.192337
Clinical Nurse Specialist RN Intensive Care Unit and ICU Step-Down,"Los Angeles, California",34.0536909,-118.242766
CNA II-ACUTE,"Clackamas, Oregon",45.4146516,-122.5532561
Category Management Specialist V,"Pleasanton, California",37.6624312,-121.8746789
Manager Pulmonary Clinical Services,"Redwood City, California",37.4863239,-122.232523
Certified Nurse Midwife - Full time (Murrieta),"Murrieta, California",33.560832,-117.2106564
Administrative Coordinator III,"Riverside, California",33.9533546,-117.3961623
Administrative Coordinator III,"Riverside, California",33.9533546,-117.3961623
Staff Nurse II - Emergency Department,"Fremont, California",37.5482697,-121.988571
Emergency Room Registered Nurse,"Kennesaw, Georgia",34.0234337,-84.6154897
Emergency Room Registered Nurse,"Kennesaw, Georgia",34.0234337,-84.6154897
Pharmacy Technician Trainee,"Honolulu, Hawaii",21.304547,-157.855676
Radiologic Technologist-Bellevue-Part Time,"Bellevue, Washington",47.6144219,-122.192337
Pharmacy Technician Trainee,"Honolulu, Hawaii",21.304547,-157.855676
Sonographer-Bellevue-Part Time,"Bellevue, Washington",47.6144219,-122.192337
Radiologic Technologist-Bellevue-Part Time,"Bellevue, Washington",47.6144219,-122.192337
Administrative Coordinator II,"Woodland Hills, California",34.1684364,-118.6058382
Revenue Cycle / Patient Accounts Specialist III,"Pasadena, California",34.1476452,-118.1444779
Child Eating Disorder Specialist - Licensed Masters Mental Health Professional,"San Leandro, California",37.7249296,-122.1560768
"RN, Circulator, KWMC (40 hrs, day)","Hillsboro, Oregon",45.5228939,-122.989827
Lead Emergency Room Registered Nurse,"Kennesaw, Georgia",34.0234337,-84.6154897
Surgical-First Assistant,"Woodbridge, Virginia",52.0941323,1.3199383
Lead Emergency Room Registered Nurse,"Jonesboro, Georgia",33.5212,-84.3538
Emergency Room Registered Nurse Nights,"Kennesaw, Georgia",34.0234337,-84.6154897
Audiologist,"Santa Rosa, California",38.4404925,-122.7141049
Surgery Scheduling Clerk,"Bellflower, California",33.8825705,-118.1167679
Patient Financial Advisor,"Richmond, California",37.9358,-122.3478
"Emergency Room Registered Nurse, Float Pool","Atlanta, Georgia",33.7489924,-84.3902644
"Emergency Room Registered Nurse, Float Pool","Atlanta, Georgia",33.7489924,-84.3902644
"Emergency Room Registered Nurse, Float Pool","Atlanta, Georgia",33.7489924,-84.3902644
"Emergency Room Registered Nurse, Float Pool","Atlanta, Georgia",33.7489924,-84.3902644
Lvl III Staff RN - Clinic- Full Time - Cardiology - Los Angeles,"Los Angeles, California",34.0536909,-118.242766
"Emergency Room Registered Nurse, Float Pool","Atlanta, Georgia",33.7489924,-84.3902644
"Diagnostic Medical Sonographer - Part Time, 20 Hours - Fontana","Fontana, California",34.0922947,-117.43433
OR Scheduling Clerk,"Sacramento, California",38.5810606,-121.493895
Staff RN - Post Partum/Downey,"Downey, California",33.9404441,-118.1292846
"Manager - Clinical / Service Delivery, Medical Instrumentation","Clackamas, Oregon",45.4146516,-122.5532561
Senior Physician Assistant,"Oakland, California",37.8044,-122.2712
Nursing Attendant,"Los Angeles, California",34.0536909,-118.242766
Service Representative-Ambulatory Services,"Ventura, California",34.3435092,-119.2956042
"Social Work Care Manager Springfield, VA Virginia Medicaid Springfield Med Ctr","Springfield, Virginia",38.7893,-77.1872
Licensed Vocational Nurse I.V. Certified,"San Leandro, California",37.7249296,-122.1560768
"Social Work Care Manager Virginia Medicaid Alexandria, VA Alexandria Med Ctr","Alexandria, Virginia",38.8048,-77.0469
"OB/GYN Diagnostic Imaging Tech - Part Time, 20 Hours - Fontana","Fontana, California",34.0922947,-117.43433
"Senior Manager, Physician HR","Santa Rosa, California",38.4404925,-122.7141049
Wound Ostomy Continence,"Fontana, California",34.0922947,-117.43433
Emergency Services RN - 30 hours Capitol Hill - 9:00am-7:30pm,"Seattle, Washington",47.6038321,-122.330062
Data Reporting and Analytics Consultant IV,"Atlanta, Georgia",33.7489924,-84.3902644
"Sr. Director Quality & Safety Improvement, Culture of Patient Safety","Pleasanton, California",37.6624312,-121.8746789
"Nurse Director, Continuum of Care","Hillsboro, Oregon",45.5228939,-122.989827
Program Manager III - Impact Spending,"Oakland, California",37.8044,-122.2712
Inpatient Pharmacy Technician (On-Call),"Vacaville, California",38.3565773,-121.9877444
Specialty Unit Staff RN - CVICU,"Fontana, California",34.0922947,-117.43433
Medical Assistant,"Spokane, Washington",47.6571934,-117.42351
"Process Improvement Consultant V, Microsoft Power Platform Developer","Oakland, California",37.8044,-122.2712
Service Representative -Ambulatory Services,"Thousand Oaks, California",34.1705609,-118.8375937
Senior Surgical Technician - On Call,"Oakland, California",37.8044,-122.2712
Appointment Clerk,"Woodland Hills, California",34.1684364,-118.6058382
Sp Unit Staff RN - Hospital (NICU),"Los Angeles, California",34.0536909,-118.242766
Sp Unit Staff RN - Hospital (NICU),"Los Angeles, California",34.0536909,-118.242766
Nurse Manager II - Pediatrics,"Sacramento, California",38.5810606,-121.493895
Administrative Coordinator III,"Riverside, California",33.9533546,-117.3961623
Nurse Practitioner II - Plastic Surgery - San Jose,"San Jose, California",37.3382,-121.8863
Staff Nurse II ICU 24/Day Antioch,"Antioch, California",38.0049214,-121.805789
Physical Therapy Aide I,"Baldwin Park, California",34.0854739,-117.9611761
LPN Urgent Care Cascade Park 20 Hours Per Week,"Vancouver, Washington",49.2608724,-123.113952
"Staff Nurse II, ICU, 24 hour, Night, Richmond","Richmond, California",37.9358,-122.3478
"Mammography Radiologic Technologist I - Full Time, 40 Hours - Palm Desert","Palm Desert, California",33.7288179,-116.382571
LVN II - Message Nurse - On-Call Day,"Carson, California",33.8322043,-118.2517547
Pathology Tissue Technician,"Baldwin Park, California",34.0854739,-117.9611761
RN Medical Surgical Telemetry 3-12 Days Capitol Hill Seattle,"Seattle, Washington",47.6038321,-122.330062
Staff Nurse II SH Palliative Care 16/Day South Sacramento,"Sacramento, California",38.5810606,-121.493895
Nursing Attendant,"Anaheim, California",33.8347516,-117.911732
Staff RN - Hospital - Full Time Days -  West LA Med Ctr - Med/Surg Neuro,"Los Angeles, California",34.0536909,-118.242766
Monitor Technician - Downey - On Call Evenings,"Downey, California",33.9404441,-118.1292846
Food Service Worker I,"San Marcos, California",33.1434,-117.1661
Administrative Coordinator III,"Walnut Creek, California",37.9020731,-122.0618702
Medical Assistant,"Downey, California",33.9404441,-118.1292846
Food Service Worker I,"San Marcos, California",33.1434,-117.1661
Sp Unit Staff RN - Hospital (Operating Room),"Downey, California",33.9404441,-118.1292846
Intern,"Pasadena, California",34.1476452,-118.1444779
"RRL Laboratory Assistant II (On-call Variable/Night shift in Chino Hills, CA)","Chino Hills, California",33.9926803,-117.760056
Administrative Coordinator III,"Pasadena, California",34.1476452,-118.1444779
Associate IT Engineer Applications,"Oakland, California",37.8044,-122.2712
Nursing Attendant,"Downey, California",33.9404441,-118.1292846
"Laboratory Assistant II (On-call Day shift in Pasadena, CA)","Pasadena, California",34.1476452,-118.1444779
Nurse Manager - OR,"Modesto, California",37.6390972,-120.9968782
Physician Assistant,"San Rafael, California",37.9747795,-122.5316686
Security Officer,"Clackamas, Oregon",45.4146516,-122.5532561
Surg Tech I / Surg Tech II - On Call (20 hrs / wk) - Murrieta Med Office - Outpatient Surgery,"Murrieta, California",33.560832,-117.2106564
"Officer, Security","Clackamas, Oregon",45.4146516,-122.5532561
Nurse Manager - ICU,"Richmond, California",37.9358,-122.3478
Assistant Nurse Manager - NICU,"Oakland, California",37.8044,-122.2712
Assistant Nurse Manager - NICU,"Oakland, California",37.8044,-122.2712
Assistant Nurse Manager - NICU,"Oakland, California",37.8044,-122.2712
LVN -Outpatient- Lvl II - Riverside Med Center - Internal Medicine-Reg Clinic - Full Time,"Riverside, California",33.9533546,-117.3961623
Kitchen Worker,"Downey, California",33.9404441,-118.1292846
Psychiatric Counselor,"Fontana, California",34.0922947,-117.43433
"Laboratory Assistant II (On-call Variable shift in Bakersfield, CA)","Bakersfield, California",35.3738712,-119.0194639
Medical Assistant,"Littleton, Colorado",39.613321,-105.016649
Assistant Nurse Manager - OR,"Fremont, California",37.5482697,-121.988571
Medical Assistant,"San Leandro, California",37.7249296,-122.1560768
Storeroom Worker,"Downey, California",33.9404441,-118.1292846
Assistant Nurse Manager - PEDS (inpatient),"Oakland, California",37.8044,-122.2712
Medical Staff Office Specialist III (KFH/HP),"Los Angeles, California",34.0536909,-118.242766
"Mammography Radiologic Technologist I - Part Time, 20 hours - Riverside","Riverside, California",33.9533546,-117.3961623
Mammography Radiologic Technologist I - Per Diem - Riverside,"Riverside, California",33.9533546,-117.3961623
Mammography Radiologic Technologist I - Per Diem -Riverside -,"Riverside, California",33.9533546,-117.3961623
Senior Surgical Technician - Evenings,"South San Francisco, California",37.6535403,-122.4168664
"Nursing Professional Development, Perinatal Specialist","Santa Clara, California",37.3541132,-121.955174
Medical Assistant - Los Angeles - On Call Days,"Los Angeles, California",34.0536909,-118.242766
Medical Assistant,"Englewood, Colorado",39.6482059,-104.9879641
LVN -Outpatient- Lvl II - Fontana Med Center - Population Management - Full Time,"Fontana, California",34.0922947,-117.43433
"Medical Assistant, Highlands Ranch Medical Office - Primary Care","Highlands Ranch, Colorado",39.5497243,-104.9695655
Assistant Nurse Manager - NICU,"Oakland, California",37.8044,-122.2712
Pharmacy Technician - Contact Center,"Renton, Washington",47.4799078,-122.2034496
Assistant Nurse Manager - NICU,"Oakland, California",37.8044,-122.2712
Inpatient Coder,"Santa Rosa, California",38.4404925,-122.7141049
Assistant Nurse Manager-Med Surg/Tele/Peds,"Modesto, California",37.6390972,-120.9968782
LCSW Assistant Manager Social Services,"Santa Clara, California",37.3541132,-121.955174
"CT Technologist, 10-hour shift, rotating weekends","Fontana, California",34.0922947,-117.43433
Service Representative-Ambulatory Services,"Los Angeles, California",34.0536909,-118.242766
Certified Nurse Midwife - Roseville - 24 hour,"Roseville, California",38.7521235,-121.2880059
Certified Nurse Midwife - Santa Rosa - Per diem,"Santa Rosa, California",38.4404925,-122.7141049
IT Support Analyst - Cisco Networks,"Renton, Washington",47.4799078,-122.2034496
"Sr. Network Engineer Infrastructure - Network Admin, F5 Load Balancing","Pleasanton, California",37.6624312,-121.8746789
Behavioral Medicine Specialist Licensed Masters Mental Health Professional,"San Leandro, California",37.7249296,-122.1560768
Assistant Nurse Manager - Med Surg,"Santa Rosa, California",38.4404925,-122.7141049
"Geriatric Nurse Practitioner (Bilingual, English/Spanish) - Part time","Panorama City, California",34.2242902,-118.4453745
Supply Chain Tech,"Riverside, California",33.9533546,-117.3961623
Staff RN - Hospital  Y5,"San Diego, California",32.7174202,-117.1627728
Nurse Practitioner NP - Physician Assistant  PA - Wound Ostomy - Clackamas,"Clackamas, Oregon",45.4146516,-122.5532561
Assistant Nurse Manager-ICU,"Roseville, California",38.7521235,-121.2880059
"Histology Technologist, I,Full Time, Nights","Rockville, Maryland",39.0817985,-77.1516844
"Nurse, CDU","Largo, Maryland",38.878,-76.8317
"Nurse, CDU","Largo, Maryland",38.878,-76.8317
Actuarial Analyst III,"Oakland, California",37.8044,-122.2712
Housekeeping Aide,"Dublin, California",37.7022,-121.9358
Staff Nurse II - San Leandro ICU (Day/32),"San Leandro, California",37.7249296,-122.1560768
Staff Nurse II - San Leandro ICU (Day/24),"San Leandro, California",37.7249296,-122.1560768
"Surge Tech, L&D, KSMC (on call, variable)","Clackamas, Oregon",45.4146516,-122.5532561
Assistant Nurse Manager-OR,"Roseville, California",38.7521235,-121.2880059
Psychiatric RN - Per Diem - Lancaster,"Lancaster, California",34.7039,-1181481
Certified Central Sterile Processing Technician II,"Clackamas, Oregon",45.4146516,-122.5532561
Assistant Nurse Manager-Med-Surg/Tele,"Antioch, California",38.0049214,-121.805789
Assistant Nurse Manager-ICU,"Antioch, California",38.0049214,-121.805789
Staff Nurse II (Labor & Deliver),"Vacaville, California",38.3565773,-121.9877444
Operating Room Attendant,"Anaheim, California",33.8347516,-117.911732
Assistant Nurse Manager - Med Surg,"Antioch, California",38.0049214,-121.805789
Assistant Nurse Manager - Maternal Child Health,"Antioch, California",38.0049214,-121.805789
Chemical Dependency - CDRC III (Bilingual) - Full Time,"Moreno Valley, California",33.937517,-117.2305944
"RRL Laboratory Assistant II (On-call Variable/Evening shift in Chino Hills, CA)","Chino Hills, California",33.9926803,-117.760056
Respiratory Care Practitioner II Registered,"San Leandro, California",37.7249296,-122.1560768
Pharmacy Technician - Tacoma,"Tacoma, Washington",47.2455013,-122.438329
Chemical Dependency Recovery Counselor III,"Los Angeles, California",34.0536909,-118.242766
Respiratory Care Practitioner I Registered,"San Leandro, California",37.7249296,-122.1560768
Respiratory Care Practitioner I Registered,"San Leandro, California",37.7249296,-122.1560768
"Senior Actuarial Associate Product Development, Rate Filing","Oakland, California",37.8044,-122.2712
"SVP, Community & Social Health","Oakland, California",37.8044,-122.2712
Psychologist Adult Team,"Fresno, California",36.7394421,-119.78483
Licensed Masters Mental Health Professional Addiction Medicine Recovery Services,"Fresno, California",36.7394421,-119.78483
Bv Medicine Spec Licensed Masters Mental Health Prof Adult and Family Medicine,"Santa Clara, California",37.3541132,-121.955174
"Bed Utilization Nurse Manager II, Hospital","Riverside, California",33.9533546,-117.3961623
Emergency Room RN - Clinic,"Panorama City, California",34.2242902,-118.4453745
Medical Assistant,"Marysville, Washington",48.0517429,-122.1768209
Staff RN - Hospital  - Med/Surg Telemetry,"San Marcos, California",33.1434,-117.1661
Licensed Psychiatric Technician,"Los Angeles, California",34.0536909,-118.242766
Nursing Attendant,"Los Angeles, California",34.0536909,-118.242766
LVN II,"Los Angeles, California",34.0536909,-118.242766
Contract Manager - Hawaii,"Honolulu, Hawaii",21.304547,-157.855676
"Supervisor, Business Office","Clackamas, Oregon",45.4146516,-122.5532561
Manager Ambulatory Care,"Harbor City, California",33.7911012,-118.3012604
"Technologist, Radiologic Float, Salem, Variable, 40 hours","Salem, Oregon",44.9429,-123.0351
