Title,Location,lat,lon,Facility
Stationary Engineer,"San Francisco, California",37.7790262,-122.419906,Kaiser Permanente
Kitchen Worker,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Continuing Care Utilization Review Coordinator RN,"Modesto, California",37.6390972,-120.9968782,Kaiser Permanente
"RN Float Pool, Call-in/On-Call, Sunnyside MC","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Nurse Practitioner II Head and Neck South Sacramento 40 Hours,"Sacramento, California",38.5810606,-121.493895,Kaiser Permanente
"RN Float, Inpatient, Med/Surg, Sunnyside MC (36 Hr Nights)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Sterile Processing Tech II - Woodland Hills - FT 3pm,"Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
Inpatient Pharmacy Technician,"Ontario, California",34.065846,-117.6484304,Kaiser Permanente
Patient Care Technician,"San Leandro, California",37.7249296,-122.1560768,Kaiser Permanente
Medical Assistant - Orthopedics,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
LMFT or LMHC-Crisis & Triage Management - Part Time 32 hours - $10K sign on,"Waipahu, Hawaii",21.3866667,-158.009166,Kaiser Permanente
LCSW-Crisis & Triage Management - PT 32 hours - Ala Moana - $10k sign on,"Honolulu, Hawaii",21.304547,-157.855676,Kaiser Permanente
"Medical Assistant, Longmont Medical Offices - Primary Care","Longmont, Colorado",40.1672,-105.1019,Kaiser Permanente
"RN Float, Inpatient, Med/Surg, Sunnyside MC (36 Hr Night)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"RN Float, Inpatient, Med/Surg, Sunnyside MC(36 Hr Night)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"Senior Physical Therapist, Oncology/Lymphedema, Santa Clara Homestead","Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
"Senior Physical Therapist, Outpatient  Orthopedics/ Sports Medicine Santa Clara Homestead","Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
Staff Nurse II ICU 24/EVE Antioch,"Antioch, California",38.0049214,-121.805789,Kaiser Permanente
Director Nursing Services RN - Perioperative Services,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Staff Nurse II Operating Room On-call Day Antioch,"Antioch, California",38.0049214,-121.805789,Kaiser Permanente
Storeroom Worker,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Storeroom Worker,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Storeroom Worker,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Staff Nurse II NICU Level II South Sacramento,"Sacramento, California",38.5810606,-121.493895,Kaiser Permanente
Inpatient Pharmacist Specialist- Full Time Variable Shift - Fontana,"Fontana, California",34.0922947,-117.43433,Kaiser Permanente
Nurse Practitioner  NP - Physician Assistant  PA - Primary Care - Hillsboro,"Hillsboro, Oregon",45.5228939,-122.989827,Kaiser Permanente
Financial Planning & Analysis Consultant IV,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Phlebotomist,"Portland, Oregon",45.5051,-122.675,Kaiser Permanente
"Manager Clinic RN, Primary Care (Kapolei)","Kapolei, Hawaii",21.3340079,-158.077849,Kaiser Permanente
Psychiatric / Addiction Medicine RN - Anaheim - Mental Health/Psychiatry - Per Diem (0),"Anaheim, California",33.8347516,-117.911732,Kaiser Permanente
Staff Nurse II SH (Acute Care Pediatrics),"Santa Rosa, California",38.4404925,-122.7141049,Kaiser Permanente
Phlebotomist,"Beaverton, Oregon",45.4871723,-122.80378,Kaiser Permanente
Phlebotomist,"Portland, Oregon",45.5051,-122.675,Kaiser Permanente
Staff Nurse II (CVICU),"San Francisco, California",37.7790262,-122.419906,Kaiser Permanente
Staff Nurse II (CVICU),"San Francisco, California",37.7790262,-122.419906,Kaiser Permanente
LVN I,"Anaheim, California",33.8347516,-117.911732,Kaiser Permanente
Medical Dosimetrist,"Ontario, California",34.065846,-117.6484304,Kaiser Permanente
Sterile Processing Tech II - LAMC 11pm PD,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Nursing Manager RN, NICU (Downey) EVENINGS","Downey, California",33.9404441,-118.1292846,Kaiser Permanente
"Aide, Housekeeping","Hillsboro, Oregon",45.5228939,-122.989827,Kaiser Permanente
Home Health Visiting Nurse - Seattle/King County,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
Specialty Unit Staff RN - Hospital - ICU,"San Marcos, California",33.1434,-117.1661,Kaiser Permanente
Nurse Practitioner NP - Physician Assistant PA - Cardiovascular CVTS - Clackamas,"Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Nurse Practitioner NP - Physician Assistant PA - CVTS - Clackamas,"Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Lic. Masters Mental Health Prof.,"San Francisco, California",37.7790262,-122.419906,Kaiser Permanente
Nurse Practitioner NP - Physician Assistant PA - Paneling Provider - Clackamas,"Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Nurse Practitioner NP - Physican Assistant PA - Primary Care - Family Medicine - Clackamas (Paneling),"Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"RN Float, Inpatient, Med/Surg, Sunnyside MC (30 Hr Night)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"RN Float, Inpatient, Med/Surg, Sunnyside MC (36 Hr Night)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Associate Masters Mental Health Professional - RAC and KPX,"Vallejo, California",38.1041,-122.2566,Kaiser Permanente
Staff Nurse II ICU 24/Night Antioch,"Antioch, California",38.0049214,-121.805789,Kaiser Permanente
Home Health RN - Panorama City,"Granada Hills, California",34.2661558,-118.5174342,Kaiser Permanente
Home Health RN - Panorama City,"Granada Hills, California",34.2661558,-118.5174342,Kaiser Permanente
Sp Unit Staff RN - Hospital,"Panorama City, California",34.2242902,-118.4453745,Kaiser Permanente
Specialty Unit Staff RN - Hospital,"Panorama City, California",34.2242902,-118.4453745,Kaiser Permanente
Staff RN - Hospital  Y5,"Panorama City, California",34.2242902,-118.4453745,Kaiser Permanente
Clinical Lab Scientist,"Santa Clarita, California",34.3916641,-118.542586,Kaiser Permanente
Staff Nurse II SH (NICU),"Santa Rosa, California",38.4404925,-122.7141049,Kaiser Permanente
Radiologic Technologist-Bellevue-Part Time,"Bellevue, Washington",47.6144219,-122.192337,Kaiser Permanente
Behavioral Medicine Specialist Psychology,"Fremont, California",37.5482697,-121.988571,Kaiser Permanente
Phlebotomist,"Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Tele-Critical Care Clinical Coordinator FT,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Licensed Masters Mental Health Professional,"Fremont, California",37.5482697,-121.988571,Kaiser Permanente
Medical Assistant (Bilingual),"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Sp Unit Staff RN - Hospital - Transitional Care Unit - DOU,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
"Diagnostic Imaging Technologist-Radiologic  III - Part Time, Night Shift - Baldwin","Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
"Psychiatric Social Worker - LMFT, LCSW, LPCC","Norwalk, California",33.9171,-118.0725,Kaiser Permanente
Sr. Marketing Program Manager  (Program Manager VI),"Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
Certified Pharmacy Technician,"Jonesboro, Georgia",33.5212,-84.3538,Kaiser Permanente
Storekeeper II,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Storekeeper II,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Ward Clerk Transcriber,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Psychologist  Addiction Medicine - Hybrid  -EVG,"San Jose, California",37.3382,-121.8863,Kaiser Permanente
Patient Transportation Aide,"Redwood City, California",37.4863239,-122.232523,Kaiser Permanente
Staff Nurse II SH (NICU),"Santa Rosa, California",38.4404925,-122.7141049,Kaiser Permanente
Housekeeping Aide,"Walnut Creek, California",37.9020731,-122.0618702,Kaiser Permanente
Radiologic Technologist - Bellevue - Part Time,"Bellevue, Washington",47.6144219,-122.192337,Kaiser Permanente
Radiologic Technologist -Bellevue-Part Time,"Bellevue, Washington",47.6144219,-122.192337,Kaiser Permanente
Clinical Nurse Specialist RN Intensive Care Unit and ICU Step-Down,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
CNA II-ACUTE,"Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Category Management Specialist V,"Pleasanton, California",37.6624312,-121.8746789,Kaiser Permanente
Manager Pulmonary Clinical Services,"Redwood City, California",37.4863239,-122.232523,Kaiser Permanente
Certified Nurse Midwife - Full time (Murrieta),"Murrieta, California",33.560832,-117.2106564,Kaiser Permanente
Administrative Coordinator III,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Administrative Coordinator III,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Staff Nurse II - Emergency Department,"Fremont, California",37.5482697,-121.988571,Kaiser Permanente
Emergency Room Registered Nurse,"Kennesaw, Georgia",34.0234337,-84.6154897,Kaiser Permanente
Emergency Room Registered Nurse,"Kennesaw, Georgia",34.0234337,-84.6154897,Kaiser Permanente
Pharmacy Technician Trainee,"Honolulu, Hawaii",21.304547,-157.855676,Kaiser Permanente
Radiologic Technologist-Bellevue-Part Time,"Bellevue, Washington",47.6144219,-122.192337,Kaiser Permanente
Pharmacy Technician Trainee,"Honolulu, Hawaii",21.304547,-157.855676,Kaiser Permanente
Sonographer-Bellevue-Part Time,"Bellevue, Washington",47.6144219,-122.192337,Kaiser Permanente
Radiologic Technologist-Bellevue-Part Time,"Bellevue, Washington",47.6144219,-122.192337,Kaiser Permanente
Administrative Coordinator II,"Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
Revenue Cycle / Patient Accounts Specialist III,"Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
Child Eating Disorder Specialist - Licensed Masters Mental Health Professional,"San Leandro, California",37.7249296,-122.1560768,Kaiser Permanente
"RN, Circulator, KWMC (40 hrs, day)","Hillsboro, Oregon",45.5228939,-122.989827,Kaiser Permanente
Lead Emergency Room Registered Nurse,"Kennesaw, Georgia",34.0234337,-84.6154897,Kaiser Permanente
Surgical-First Assistant,"Woodbridge, Virginia",52.0941323,1.3199383,Kaiser Permanente
Lead Emergency Room Registered Nurse,"Jonesboro, Georgia",33.5212,-84.3538,Kaiser Permanente
Emergency Room Registered Nurse Nights,"Kennesaw, Georgia",34.0234337,-84.6154897,Kaiser Permanente
Audiologist,"Santa Rosa, California",38.4404925,-122.7141049,Kaiser Permanente
Surgery Scheduling Clerk,"Bellflower, California",33.8825705,-118.1167679,Kaiser Permanente
Patient Financial Advisor,"Richmond, California",37.9358,-122.3478,Kaiser Permanente
"Emergency Room Registered Nurse, Float Pool","Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
"Emergency Room Registered Nurse, Float Pool","Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
"Emergency Room Registered Nurse, Float Pool","Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
"Emergency Room Registered Nurse, Float Pool","Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
Lvl III Staff RN - Clinic- Full Time - Cardiology - Los Angeles,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Emergency Room Registered Nurse, Float Pool","Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
"Diagnostic Medical Sonographer - Part Time, 20 Hours - Fontana","Fontana, California",34.0922947,-117.43433,Kaiser Permanente
OR Scheduling Clerk,"Sacramento, California",38.5810606,-121.493895,Kaiser Permanente
Staff RN - Post Partum/Downey,"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
"Manager - Clinical / Service Delivery, Medical Instrumentation","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Senior Physician Assistant,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Nursing Attendant,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Service Representative-Ambulatory Services,"Ventura, California",34.3435092,-119.2956042,Kaiser Permanente
"Social Work Care Manager Springfield, VA Virginia Medicaid Springfield Med Ctr","Springfield, Virginia",38.7893,-77.1872,Kaiser Permanente
Licensed Vocational Nurse I.V. Certified,"San Leandro, California",37.7249296,-122.1560768,Kaiser Permanente
"Social Work Care Manager Virginia Medicaid Alexandria, VA Alexandria Med Ctr","Alexandria, Virginia",38.8048,-77.0469,Kaiser Permanente
"OB/GYN Diagnostic Imaging Tech - Part Time, 20 Hours - Fontana","Fontana, California",34.0922947,-117.43433,Kaiser Permanente
"Senior Manager, Physician HR","Santa Rosa, California",38.4404925,-122.7141049,Kaiser Permanente
Wound Ostomy Continence,"Fontana, California",34.0922947,-117.43433,Kaiser Permanente
Emergency Services RN - 30 hours Capitol Hill - 9:00am-7:30pm,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
Data Reporting and Analytics Consultant IV,"Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
"Sr. Director Quality & Safety Improvement, Culture of Patient Safety","Pleasanton, California",37.6624312,-121.8746789,Kaiser Permanente
"Nurse Director, Continuum of Care","Hillsboro, Oregon",45.5228939,-122.989827,Kaiser Permanente
Program Manager III - Impact Spending,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Inpatient Pharmacy Technician (On-Call),"Vacaville, California",38.3565773,-121.9877444,Kaiser Permanente
Specialty Unit Staff RN - CVICU,"Fontana, California",34.0922947,-117.43433,Kaiser Permanente
Medical Assistant,"Spokane, Washington",47.6571934,-117.42351,Kaiser Permanente
"Process Improvement Consultant V, Microsoft Power Platform Developer","Oakland, California",37.8044,-122.2712,Kaiser Permanente
Service Representative -Ambulatory Services,"Thousand Oaks, California",34.1705609,-118.8375937,Kaiser Permanente
Senior Surgical Technician - On Call,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Appointment Clerk,"Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
Sp Unit Staff RN - Hospital (NICU),"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Sp Unit Staff RN - Hospital (NICU),"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Nurse Manager II - Pediatrics,"Sacramento, California",38.5810606,-121.493895,Kaiser Permanente
Administrative Coordinator III,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Nurse Practitioner II - Plastic Surgery - San Jose,"San Jose, California",37.3382,-121.8863,Kaiser Permanente
Staff Nurse II ICU 24/Day Antioch,"Antioch, California",38.0049214,-121.805789,Kaiser Permanente
Physical Therapy Aide I,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
LPN Urgent Care Cascade Park 20 Hours Per Week,"Vancouver, Washington",49.2608724,-123.113952,Kaiser Permanente
"Staff Nurse II, ICU, 24 hour, Night, Richmond","Richmond, California",37.9358,-122.3478,Kaiser Permanente
"Mammography Radiologic Technologist I - Full Time, 40 Hours - Palm Desert","Palm Desert, California",33.7288179,-116.382571,Kaiser Permanente
LVN II - Message Nurse - On-Call Day,"Carson, California",33.8322043,-118.2517547,Kaiser Permanente
Pathology Tissue Technician,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
RN Medical Surgical Telemetry 3-12 Days Capitol Hill Seattle,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
Staff Nurse II SH Palliative Care 16/Day South Sacramento,"Sacramento, California",38.5810606,-121.493895,Kaiser Permanente
Nursing Attendant,"Anaheim, California",33.8347516,-117.911732,Kaiser Permanente
Staff RN - Hospital - Full Time Days -  West LA Med Ctr - Med/Surg Neuro,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Monitor Technician - Downey - On Call Evenings,"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
Food Service Worker I,"San Marcos, California",33.1434,-117.1661,Kaiser Permanente
Administrative Coordinator III,"Walnut Creek, California",37.9020731,-122.0618702,Kaiser Permanente
Medical Assistant,"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
Food Service Worker I,"San Marcos, California",33.1434,-117.1661,Kaiser Permanente
Sp Unit Staff RN - Hospital (Operating Room),"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
